id,name,unit_cost,remaining_qty,is_active
2030,MED CHOCOLATE CROISSANTS  ,1.92,15,TRUE
2032,CHOC ALMOND CROSSAINTS,1.92,15,TRUE
2034,MED CHOCOLATE ALMOND CROISSANTS ,1.92,15,TRUE
2036,MED ALMOND CROISSANTS ,1.92,15,TRUE
2036,MINI ALMOND CROISSANTS ,1.92,15,TRUE
2036,ALMOND CROISSANTS  ,1.92,15,TRUE
2036,CHELSEA ,1.92,15,TRUE
2036,MINI CHELSEA,1.92,15,TRUE
2036,DANISH PASTRIES -APRICOT ,1.92,15,TRUE
2036,FINANCIERS,1.92,15,TRUE
2036,SWISS,1.92,15,TRUE
2036,KUIGN MANN,1.92,15,TRUE
2036,PALMIERS,1.92,15,TRUE
2036,PATES DE NATES ,1.92,15,TRUE
2036,HOT CROSS BUNS ,1.92,15,TRUE
2036,CHOCOLATE NIB ,1.92,15,TRUE
2036,APPLE TURNOVER ,1.92,15,TRUE
2036,CROUGHNUTS ,1.92,15,TRUE
2036,,1.92,15,TRUE
2036,BAGUETTE ,1.92,15,TRUE
2036,KITCHEN BAGUETTE,1.92,15,TRUE
2036,LONG BAGUETTES,1.92,15,TRUE
2036,SOUR DOUGH ,1.92,15,TRUE
2036,WHOLEWHEAT SOURDOUGH ,1.92,15,TRUE
2036,WHEAT ,1.92,15,TRUE
2036,CIABATA,1.92,15,TRUE
2036,BIRIOCHE LOAF ,1.92,15,TRUE
2036,BIRIOCHE KITCHEN ,1.92,15,TRUE
2036,120G BIRIOCHE ROLLS ,1.92,15,TRUE
2036,ROLLS  ,1.92,15,TRUE
2036,POOLISH ,1.92,15,TRUE
2036,SEED LOAF ,1.92,15,TRUE
2036,BREAD ROLLS -120 G ,1.92,15,TRUE
2036,BREAD ROLLS-60 G ,1.92,15,TRUE
2036,BREAD ROLLS - 100 G ,1.92,15,TRUE
2036,PANINI,1.92,15,TRUE
2036,PITA BREAD,1.92,15,TRUE
2036,,1.92,15,TRUE
2036,CHICKEN PIE ,1.92,15,TRUE
2036,BEEF PIE ,1.92,15,TRUE
2036,EMMANTAL CHEESE PIES ,1.92,15,TRUE
2036,PUFF PASTRY ,1.92,15,TRUE
2036,CROQUMBOUCHE ,1.92,15,TRUE
2036,,1.92,15,TRUE
2036,DOUGHNUT-  MINI,1.92,15,TRUE
2036,,1.92,15,TRUE
2036,DOUGHNUT MED ,1.92,15,TRUE
2036,DOUGHNUT NORMAL ,1.92,15,TRUE
2036,,1.92,15,TRUE
2036,PROFITEROLES,1.92,15,TRUE
