id,name,unit_cost,remaining_qty,is_active,daily_stock_take
2127,RUMP,1.92,15.00,true,false
2128,SALAD BOWLS,1.92,15.00,true,false
2129,SALMON FILLET,1.92,15.00,true,false
2130,SALT,1.92,15.00,true,false
1600,SALT,1.92,15.00,true,false
2131,SALT GRINDER,1.92,15.00,true,false
2132,SALT SACHETS,1.92,15.00,true,false
1601,SAMLL ROUND DOME,1.92,15.00,true,false
2133,SAUCE BOWL WHITE,1.92,15.00,true,false
2134,SAUCE BOWLS,1.92,15.00,true,false
2135,SAUSAGE MINCE,1.92,15.00,true,false
2136,SAUSAGES,1.92,15.00,true,false
2137,SCALE,1.92,15.00,true,false
1602,SCALES,1.92,15.00,true,false
2138,SCHWEPPES SODA,1.92,15.00,true,false
1603,SCISSORS,1.92,15.00,true,false
2141,SCONE CUTTER- 8CM,1.92,15.00,true,false
2139,SCONE CUTTER - 4 CM,1.92,15.00,true,false
2140,SCONE CUTTER - 5 CM,1.92,15.00,true,false
1604,SCOOPER - METAL,1.92,15.00,true,false
1605,SCOOPER -BIG WHITE PLASTIC,1.92,15.00,true,false
2142,SCRAPER,1.92,15.00,true,false
1606,SCRAPER BIG WHITE LONG,1.92,15.00,true,false
1607,SCRAPER BROKEN,1.92,15.00,true,false
1608,SCRAPER PLASTIC,1.92,15.00,true,false
1609,SCRAPERS,1.92,15.00,true,false
2143,SCRAPERS,1.92,15.00,true,false
1728,SEED LOAF,1.92,15.00,true,false
2261,SEED LOAF,1.92,15.00,true,false
1610,SEIVE WITH HANDLE,1.92,15.00,true,false
1611,SEIVES,1.92,15.00,true,false
2144,SERVING SPOONS BIG,1.92,15.00,true,false
1612,SESAME SEEDS,1.92,15.00,true,false
2145,SESAME SEEDS,1.92,15.00,true,false
1613,SHAKER,1.92,15.00,true,false
2146,SIDE PLATES,1.92,15.00,true,false
1614,SILICON CAKE,1.92,15.00,true,false
2147,SILICON MAT,1.92,15.00,true,false
1615,SILICON ROUND SMALL,1.92,15.00,true,false
1616,SILVER BALLS,1.92,15.00,true,false
1617,SILVER DISH,1.92,15.00,true,false
1618,SILVER DUST,1.92,15.00,true,false
1619,SILVER TRAYS,1.92,15.00,true,false
1620,SINGLE DOOR FRIDGE,1.92,15.00,true,false
2148,SKEWERS,1.92,15.00,true,false
2149,SMALL AFOGATO GLASSES,1.92,15.00,true,false
2150,SMALL BOXES,1.92,15.00,true,false
2020,SMALL COOKIES,1.92,15.00,true,false
1779,SMALL COOKIES,1.92,15.00,true,false
1621,SMALL CROISSANT CUTTER,1.92,15.00,true,false
2151,SMALL FOIL CONTAINERS,1.92,15.00,true,false
1622,SMALL KNIFE,1.92,15.00,true,false
2152,SMALL KNIVES,1.92,15.00,true,false
1623,SMALL MADELEIN,1.92,15.00,true,false
2153,SMALL POTS,1.92,15.00,true,false
1624,SMALL SEIVE,1.92,15.00,true,false
1625,SMALL SILICON,1.92,15.00,true,false
1626,SMALLER MIXER ROLLING,1.92,15.00,true,false
2154,SMOKED SALMON,1.92,15.00,true,false
2155,SO6,1.92,15.00,true,false
2156,SODA,1.92,15.00,true,false
2157,SOUP POT,1.92,15.00,true,false
1627,SOUP SPOON,1.92,15.00,true,false
2158,SOUP SPOONS,1.92,15.00,true,false
2252,SOUR DOUGH,1.92,15.00,true,false
1719,SOUR DOUGH,1.92,15.00,true,false
2159,SOYA SAUCE,1.92,15.00,true,false
2160,SPARKLING WATER,1.92,15.00,true,false
1628,SPATULA,1.92,15.00,true,false
1629,SPATULA BIG,1.92,15.00,true,false
1630,SPATULA SMALL,1.92,15.00,true,false
1631,SPECIAL NOZZLES,1.92,15.00,true,false
1632,SPRAY,1.92,15.00,true,false
1633,SPRAY GUN,1.92,15.00,true,false
2161,SPRITE,1.92,15.00,true,false
1634,SQUARE 14 CM,1.92,15.00,true,false
1635,SQUARE 18 CM,1.92,15.00,true,false
1636,SQUARE 22 CM,1.92,15.00,true,false
1637,SQUARE ADJUSTABLE,1.92,15.00,true,false
1638,SQUARE CUTTER,1.92,15.00,true,false
1639,SQUARE DOUBLE 12 CM,1.92,15.00,true,false
2162,SQUEEZY BOTTLES,1.92,15.00,true,false
1767,ST HONOURE - 8 PEOPLE,1.92,15.00,true,false
1996,ST HONOURE - 8 PEOPLE,1.92,15.00,true,false
1994,ST HONOURE SMALL,1.92,15.00,true,false
1766,ST HONOURE SMALL,1.92,15.00,true,false
1640,STAINLESS STEEL BOWL,1.92,15.00,true,false
1641,STAINLESS STEEL TABLES,1.92,15.00,true,false
1642,STAMPO ON SILICON,1.92,15.00,true,false
1643,STANDING FRIDGE RACKS INSIDE,1.92,15.00,true,false
1644,STANILESS STEEL DISHES,1.92,15.00,true,false
2163,STEAK KNIVES,1.92,15.00,true,false
2164,STEAK MINCE,1.92,15.00,true,false
2165,STEEL WIRE,1.92,15.00,true,false
1645,STICK BLENDER,1.92,15.00,true,false
2166,STICK BLENDER,1.92,15.00,true,false
2167,STILL WATER,1.92,15.00,true,false
1646,STONE TABLES,1.92,15.00,true,false
2168,STONEY,1.92,15.00,true,false
2169,STOVE,1.92,15.00,true,false
1647,STRAWBERRIES,1.92,15.00,true,false
1648,STRAWBERRY FLAVOUR,1.92,15.00,true,false
1974,STRAWBERRY TART,1.92,15.00,true,false
1756,STRAWBERRY TART,1.92,15.00,true,false
2170,STRAWS,1.92,15.00,true,false
2171,STRAWS BIG,1.92,15.00,true,false
1649,SUCRE NEIGE,1.92,15.00,true,false
1650,SUGAR GRAINS,1.92,15.00,true,false
1651,SUNFLOWER OIL,1.92,15.00,true,false
2172,SWEET CHILLI,1.92,15.00,true,false
2173,SWEETNER,1.92,15.00,true,false
1652,SWIRL CONE MOULD,1.92,15.00,true,false
1653,SWIRL DOME MOULD,1.92,15.00,true,false
2241,SWISS,1.92,15.00,true,false
1708,SWISS,1.92,15.00,true,false
2174,T/A BURGER CLAMS,1.92,15.00,true,false
2175,T/A HALF CONTAINERS,1.92,15.00,true,false
2176,T/A RECTANGULAR BOWLS,1.92,15.00,true,false
2177,T/A ROUND BOWLS,1.92,15.00,true,false
2178,TABLE TALKERS,1.92,15.00,true,false
1654,TABLESPOON METAL,1.92,15.00,true,false
2179,TALL GLASSES,1.92,15.00,true,false
2180,TAMPER,1.92,15.00,true,false
1655,TART DOUGH,1.92,15.00,true,false
1656,TART OLD,1.92,15.00,true,false
1657,TART SHELLS COOKED,1.92,15.00,true,false
2181,TBONE 200G,1.92,15.00,true,false
2182,TBONE 350G,1.92,15.00,true,false
1658,TEA TOWELS,1.92,15.00,true,false
2183,TEASPOONS,1.92,15.00,true,false
1659,TEASPOONS,1.92,15.00,true,false
2184,TEMPING MAT,1.92,15.00,true,false
1660,TEMPRETURE GUN,1.92,15.00,true,false
2185,TENDERIZER,1.92,15.00,true,false
2186,TILL ROLLS SWIPE,1.92,15.00,true,false
2187,TOASTER,1.92,15.00,true,false
2188,TOILET PAPER,1.92,15.00,true,false
2189,TOMATO PUREE,1.92,15.00,true,false
2190,TOMATO SACHETS,1.92,15.00,true,false
2191,TOMATO SAUCE,1.92,15.00,true,false
2192,TOMATOES,1.92,15.00,true,false
1661,TONGS,1.92,15.00,true,false
2193,TONGS,1.92,15.00,true,false
2194,TOOTHPICKS,1.92,15.00,true,false
2195,TOPSIDE,1.92,15.00,true,false
1662,TOREH,1.92,15.00,true,false
1663,TRANSFER SHEETS,1.92,15.00,true,false
1664,TRAY,1.92,15.00,true,false
1665,TRESURES,1.92,15.00,true,false
1666,TUILE MOULDS,1.92,15.00,true,false
1785,TUILES AUX AMANDES,1.92,15.00,true,false
2032,TUILES AUX AMANDES,1.92,15.00,true,false
1667,TURNTABLE,1.92,15.00,true,false
1668,TWEEZERS,1.92,15.00,true,false
2196,TWG BAIN DE ROSES,1.92,15.00,true,false
2197,TWG BLACK TEA,1.92,15.00,true,false
2198,TWG CRÈME CARAMEL,1.92,15.00,true,false
2199,TWG DARGEELING,1.92,15.00,true,false
2200,TWG ENGLISH BREAKFAST,1.92,15.00,true,false
2201,TWG MORROCAN,1.92,15.00,true,false
2202,TWG ROOIBOS,1.92,15.00,true,false
2203,TWG SENCHA,1.92,15.00,true,false
2204,UMBRELLA S,1.92,15.00,true,false
1669,VANILLA ESSENCE,1.92,15.00,true,false
2205,VANILLA ESSENCE,1.92,15.00,true,false
2206,VANILLA PODS,1.92,15.00,true,false
1670,VANILLA SUGAR,1.92,15.00,true,false
2207,VIM,1.92,15.00,true,false
2208,VINEGAR,1.92,15.00,true,false
2012,VOL AU VENT,1.92,15.00,true,false
1775,VOL AU VENT,1.92,15.00,true,false
2010,VOL AU VENT - 5 CM width,1.92,15.00,true,false
1774,VOL AU VENT - 5 CM width,1.92,15.00,true,false
1721,WHEAT,1.92,15.00,true,false
2254,WHEAT,1.92,15.00,true,false
1671,WHEELIE BINS,1.92,15.00,true,false
1672,WHISK ATTACHMENT BEATER,1.92,15.00,true,false
1673,WHISK MACHIEN ATTACHMENT,1.92,15.00,true,false
1674,WHISKS,1.92,15.00,true,false
2209,WHISKS,1.92,15.00,true,false
1675,WHITE CHOCOLATE,1.92,15.00,true,false
2210,WHITE SAUCER 14 CM,1.92,15.00,true,false
2211,WHITE SUGAR,1.92,15.00,true,false
1676,WHITE SUGAR,1.92,15.00,true,false
2212,WHITE TILES,1.92,15.00,true,false
2213,WHOLE CHICKENS,1.92,15.00,true,false
2214,WHOLE PEELED TOMATOES,1.92,15.00,true,false
2253,WHOLEWHEAT SOURDOUGH,1.92,15.00,true,false
1720,WHOLEWHEAT SOURDOUGH,1.92,15.00,true,false
2215,WIRE BRUSH,1.92,15.00,true,false
1677,WOODEN COOLING RACK,1.92,15.00,true,false
2216,WOODEN KNIVES,1.92,15.00,true,false
2217,WOODEN SPOON,1.92,15.00,true,false
1678,WOODEN SPOON PLASTIC,1.92,15.00,true,false
2218,WOODEN SPOONS,1.92,15.00,true,false
2219,XMAS BROWN DECO,1.92,15.00,true,false
1679,XMAS DECO,1.92,15.00,true,false
1680,XMAS DECO GOLD,1.92,15.00,true,false
1681,XMAS DECO GREEN,1.92,15.00,true,false
1682,YEAST - DRY,1.92,15.00,true,false
1683,YEAST - FRESH,1.92,15.00,true,false
1684,YELLOW COLOUR,1.92,15.00,true,false
2220,YELLOW PEPPERS,1.92,15.00,true,false
1685,YUZU,1.92,15.00,true,false
